-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.4926   Longitude -78.5498 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 484.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2021,12,8,-0.13,-3.53,-1.83,-0.17,10.79,6.34,-4.45,1.63,2.76,0.4,271.0,29.16,49.05,3.88,0.05,0.26
2021,12,9,-0.95,-4.87,-2.91,-1.61,8.12,3.4,-4.73,1.8,2.91,0.44,259.23,32.18,51.29,4.25,0.05,0.24
2021,12,10,3.39,2.29,2.83,3.08,11.45,9.01,-2.45,1.34,2.57,0.33,326.32,24.91,46.83,3.34,0.04,0.2
2021,12,11,9.15,7.25,8.2,8.84,12.92,15.67,2.75,0.84,2.38,0.2,342.2,15.85,44.04,2.29,0.03,0.16
2021,12,12,1.98,-6.14,-2.08,0.98,11.37,8.16,-3.2,3.06,3.01,0.76,232.62,52.73,52.63,5.93,0.08,0.37
2021,12,13,2.92,-5.1,-1.09,1.86,16.69,13.03,-3.66,2.91,2.95,0.72,235.73,50.59,52.0,5.76,0.06,0.32
2021,12,14,4.05,-2.41,0.82,3.0,13.91,12.51,-1.4,2.89,2.87,0.72,246.74,50.85,51.24,5.76,0.07,0.34
2021,12,15,4.88,0.93,2.9,3.77,11.99,11.83,-0.17,2.56,2.75,0.64,262.07,44.98,48.91,5.29,0.06,0.32
2021,12,16,8.83,4.17,6.5,8.46,15.88,18.19,2.3,2.66,2.73,0.66,299.45,47.92,49.91,5.58,0.07,0.36
2021,12,17,10.19,6.16,8.18,9.74,8.94,15.72,6.78,1.47,2.63,0.37,342.3,27.82,49.58,3.78,0.05,0.27
2021,12,18,8.7,8.02,8.37,8.62,6.48,12.12,5.65,0.82,2.35,0.2,343.99,16.06,43.23,2.32,0.04,0.18
2021,12,19,2.19,-2.85,-0.33,2.09,13.24,8.19,-5.05,1.82,2.84,0.45,273.07,32.95,51.6,4.13,0.06,0.32
2021,12,20,-2.06,-6.55,-4.3,-2.13,10.51,4.69,-5.81,2.97,2.96,0.74,218.17,51.2,51.74,5.81,0.07,0.35
2021,12,21,0.12,-3.7,-1.79,-0.24,7.1,3.66,-3.44,1.38,2.88,0.34,268.38,25.19,50.53,3.55,0.05,0.23
2021,12,22,-0.74,-6.43,-3.59,-1.06,9.22,4.49,-4.73,2.95,2.92,0.73,233.49,50.63,50.84,5.73,0.07,0.34
2021,12,23,-0.88,-7.05,-3.96,-0.86,12.06,6.91,-5.15,2.54,2.81,0.63,240.62,44.9,50.17,5.29,0.06,0.3
2021,12,24,4.2,0.8,2.51,3.89,11.38,10.48,-0.91,2.26,2.74,0.56,294.36,40.48,49.33,4.97,0.07,0.34
2021,12,25,10.64,8.34,9.49,10.22,16.66,19.51,2.87,1.63,2.53,0.41,347.91,30.44,47.47,3.88,0.05,0.26
2021,12,26,8.12,4.32,6.22,7.62,15.3,16.49,1.19,2.84,2.81,0.7,283.57,50.79,51.06,5.75,0.07,0.34
2021,12,27,5.22,2.67,3.94,5.18,9.1,9.9,0.8,0.94,2.41,0.23,316.2,17.2,43.55,2.36,0.03,0.16
2021,12,28,9.19,4.65,6.91,8.94,8.72,13.23,4.51,1.16,2.68,0.29,336.32,21.71,48.75,3.02,0.05,0.23
2021,12,29,11.74,9.95,10.84,11.17,6.15,15.38,9.24,1.82,2.5,0.45,356.02,34.52,47.48,4.48,0.06,0.31
2021,12,30,9.52,8.37,8.94,8.79,9.93,15.69,5.76,1.44,2.51,0.35,335.1,26.88,45.87,3.63,0.05,0.22
2021,12,31,10.08,7.37,8.73,9.9,12.6,17.75,5.15,2.19,2.7,0.54,321.15,39.72,49.41,4.87,0.05,0.27
2022,1,1,14.0,12.52,13.26,13.55,10.81,20.62,9.8,1.07,2.42,0.26,353.97,20.61,45.11,2.85,0.04,0.18
2022,1,2,11.29,9.3,10.3,10.72,11.72,14.42,2.7,1.04,2.64,0.25,333.68,20.04,48.77,2.86,0.04,0.2
2022,1,3,-2.63,-6.7,-4.67,-2.78,8.7,1.85,-6.85,1.13,2.89,0.27,253.5,20.59,51.35,2.68,0.03,0.16
2022,1,4,-3.72,-6.77,-5.24,-4.29,9.18,2.25,-6.93,3.03,3.07,0.73,216.2,53.02,54.15,6.2,0.06,0.34
2022,1,5,-0.88,-2.53,-1.7,-1.21,8.7,3.25,-5.45,1.3,2.98,0.31,261.78,23.86,53.01,3.29,0.04,0.19
2022,1,6,-0.99,-4.94,-2.96,-1.52,7.06,3.44,-3.63,1.74,2.99,0.41,264.34,31.23,52.64,4.13,0.05,0.23
2022,1,7,-5.95,-11.27,-8.61,-5.92,6.38,-2.6,-8.97,2.82,3.14,0.67,218.95,48.03,54.17,5.68,0.05,0.28
2022,1,8,-6.02,-11.42,-8.72,-6.36,10.33,-0.16,-10.48,3.01,3.1,0.71,215.47,52.79,54.75,6.16,0.07,0.34
2022,1,9,0.55,-1.39,-0.42,0.12,11.32,5.79,-5.53,0.82,2.79,0.19,300.37,16.02,52.04,2.28,0.03,0.15
2022,1,10,-3.4,-10.4,-6.9,-3.38,6.8,0.76,-6.05,3.07,3.22,0.71,228.32,53.23,56.28,6.19,0.08,0.4
2022,1,11,-6.62,-13.26,-9.94,-6.67,10.03,-1.3,-11.33,3.21,3.26,0.74,202.3,54.73,56.16,6.27,0.06,0.32
2022,1,12,-1.31,-5.15,-3.23,-1.86,16.3,8.05,-8.25,2.81,3.11,0.65,244.2,49.08,54.71,5.85,0.07,0.33
2022,1,13,1.59,-1.1,0.25,-0.06,6.65,5.08,-1.56,1.97,2.96,0.45,263.17,35.55,51.92,4.63,0.05,0.24
2022,1,14,0.05,-2.39,-1.17,-0.24,8.33,5.23,-3.1,1.83,3.05,0.41,291.53,31.98,53.89,4.05,0.04,0.2
2022,1,15,-4.93,-9.99,-7.46,-4.94,7.42,-2.02,-9.44,2.42,3.26,0.54,233.24,42.52,56.88,5.41,0.06,0.3
2022,1,16,-7.17,-10.21,-8.69,-7.06,9.95,-0.68,-10.63,0.6,3.0,0.13,260.38,11.22,53.95,1.62,0.02,0.09
2022,1,17,-2.88,-6.52,-4.7,-3.12,3.98,-0.74,-4.72,0.96,3.18,0.21,275.27,18.18,56.23,2.54,0.03,0.16
2022,1,18,-3.41,-7.75,-5.58,-4.37,9.32,1.69,-7.63,2.7,3.35,0.59,242.36,47.54,59.11,5.72,0.05,0.29
2022,1,19,0.56,-1.95,-0.7,0.25,13.88,8.15,-5.72,2.23,3.16,0.48,278.16,39.98,56.34,5.02,0.05,0.29
2022,1,20,-1.81,-5.08,-3.45,-2.1,9.05,1.28,-7.77,1.33,3.28,0.29,274.25,25.12,59.96,3.52,0.04,0.2
2022,1,21,-8.37,-14.05,-11.2,-8.19,6.23,-5.37,-11.59,2.35,3.47,0.5,230.69,41.75,60.75,5.43,0.06,0.31
2022,1,22,-7.95,-12.45,-10.2,-8.29,14.0,-0.45,-14.45,3.48,3.62,0.73,207.85,58.18,60.91,6.84,0.08,0.38
2022,1,23,-3.49,-7.06,-5.27,-3.8,11.66,2.65,-9.02,2.3,3.34,0.48,267.09,40.52,58.34,5.2,0.06,0.3
2022,1,24,-2.87,-6.72,-4.79,-3.56,9.02,1.93,-7.1,2.81,3.39,0.59,251.24,49.57,60.13,6.09,0.08,0.37
2022,1,25,-1.38,-4.04,-2.7,-1.91,11.27,4.8,-6.46,2.37,3.44,0.48,264.15,42.36,61.61,5.48,0.07,0.35
2022,1,26,-6.7,-11.59,-9.15,-6.92,9.45,-0.86,-10.31,3.58,3.75,0.73,199.55,60.63,63.9,7.12,0.09,0.44
2022,1,27,-5.48,-10.35,-7.92,-6.27,15.18,2.66,-12.52,3.3,3.62,0.66,223.12,56.16,61.75,6.68,0.07,0.34
2022,1,28,-2.03,-3.85,-2.94,-2.24,7.18,1.57,-5.61,1.36,3.24,0.27,282.29,25.55,56.19,3.51,0.05,0.23
2022,1,29,-7.9,-12.86,-10.38,-7.73,8.38,-3.69,-12.06,2.93,3.88,0.58,230.92,50.11,65.98,6.18,0.05,0.3
2022,1,30,-7.95,-11.56,-9.76,-8.4,11.97,-1.57,-13.54,1.87,3.55,0.37,247.3,33.2,60.81,4.48,0.05,0.25
2022,1,31,-4.29,-7.26,-5.77,-5.07,10.54,2.23,-8.31,2.43,3.36,0.47,248.49,42.02,57.05,5.34,0.06,0.32
2022,2,1,-3.24,-5.17,-4.2,-4.0,11.68,3.81,-7.87,2.75,3.57,0.53,249.87,48.12,62.14,5.98,0.08,0.37
2022,2,2,-0.22,-2.43,-1.33,-0.44,13.28,7.14,-6.14,3.26,3.73,0.62,255.02,57.73,66.2,7.07,0.09,0.48
2022,2,3,5.41,5.64,5.53,4.89,9.69,10.6,0.91,1.0,3.55,0.19,319.86,19.88,67.6,2.94,0.05,0.24
2022,2,4,5.4,3.38,4.39,4.93,15.41,11.55,-3.85,0.83,3.51,0.16,315.52,16.18,64.94,2.41,0.04,0.2
2022,2,5,-4.26,-10.59,-7.42,-3.92,5.31,-1.2,-6.51,4.11,4.19,0.76,214.29,70.17,72.4,8.3,0.12,0.61
2022,2,6,-3.98,-9.09,-6.53,-3.52,9.91,1.89,-8.03,4.16,4.1,0.76,211.99,72.45,72.21,8.5,0.12,0.59
2022,2,7,-1.01,-5.14,-3.07,-1.85,12.71,6.02,-6.69,2.07,4.01,0.38,255.89,38.12,72.62,5.05,0.08,0.41
2022,2,8,-0.07,-5.2,-2.64,-0.62,10.12,6.3,-3.82,4.19,4.19,0.75,223.09,72.62,73.28,8.62,0.12,0.63
2022,2,9,2.25,-2.4,-0.07,1.89,14.28,11.01,-3.27,4.21,4.17,0.74,242.57,73.61,73.62,8.7,0.12,0.6
2022,2,10,3.07,-0.84,1.12,2.45,12.81,10.98,-1.83,3.96,4.22,0.7,252.85,70.23,75.45,8.5,0.11,0.55
2022,2,11,5.43,-0.06,2.69,4.55,16.92,14.9,-2.03,4.21,4.22,0.73,258.05,74.21,75.07,8.85,0.1,0.54
2022,2,12,4.65,1.14,2.9,4.22,10.4,10.72,0.33,2.33,4.13,0.4,308.18,42.8,74.66,5.84,0.08,0.4
2022,2,13,-1.61,-4.66,-3.13,-1.65,8.18,1.8,-6.38,1.65,4.18,0.28,280.1,30.86,74.46,4.19,0.05,0.28
2022,2,14,-5.13,-11.93,-8.53,-4.72,5.29,-1.74,-7.02,3.28,4.5,0.55,233.27,57.78,77.67,7.53,0.09,0.47
2022,2,15,-2.93,-8.32,-5.63,-3.01,13.68,4.83,-8.86,4.38,4.48,0.73,220.62,76.42,78.42,9.33,0.12,0.61
2022,2,16,2.15,-0.52,0.82,2.09,13.0,8.51,-4.49,3.81,4.41,0.62,262.96,68.38,79.08,8.57,0.14,0.69
2022,2,17,10.23,8.9,9.57,9.72,11.31,16.04,4.73,1.67,4.16,0.27,333.76,33.21,77.88,4.73,0.09,0.46
2022,2,18,2.54,-3.17,-0.31,2.55,20.98,15.31,-5.67,3.93,4.79,0.63,261.89,69.71,84.49,8.93,0.16,0.83
2022,2,19,-2.29,-9.31,-5.8,-2.13,11.78,5.4,-6.38,4.62,4.84,0.73,211.23,80.62,84.74,9.98,0.17,0.84
2022,2,20,-1.29,-8.57,-4.93,-0.99,13.78,6.84,-6.94,4.93,4.9,0.78,214.29,85.59,85.44,10.48,0.14,0.7
2022,2,21,4.91,-1.14,1.89,4.35,17.34,15.45,-1.88,4.81,4.79,0.75,250.45,85.08,85.13,10.43,0.17,0.84
2022,2,22,9.84,9.37,9.61,9.4,12.14,14.65,2.51,0.75,4.17,0.12,347.38,16.09,78.8,2.45,0.04,0.21
2022,2,23,10.23,6.8,8.51,9.99,16.43,18.31,1.88,3.96,4.67,0.61,318.67,73.84,86.56,9.57,0.18,0.9
2022,2,24,-0.06,-2.55,-1.31,0.22,2.41,1.31,-1.09,0.91,4.36,0.14,303.89,19.62,80.72,2.94,0.05,0.26
2022,2,25,3.18,-1.04,1.07,3.4,12.34,10.11,-2.24,4.3,4.81,0.65,287.16,78.21,87.4,9.98,0.2,0.97
2022,2,26,0.54,-5.44,-2.45,0.96,9.67,6.73,-2.95,3.94,5.05,0.59,267.38,71.8,89.95,9.47,0.19,0.93
2022,2,27,2.25,-5.25,-1.5,2.27,11.81,9.87,-1.94,4.9,5.12,0.72,248.45,87.22,90.95,10.96,0.2,0.95
2022,2,28,2.74,-2.7,0.02,2.85,14.88,11.29,-3.58,5.08,5.07,0.74,244.08,91.05,91.16,11.27,0.19,0.92
2022,3,1,4.83,0.28,2.55,4.8,16.77,15.32,-1.45,3.76,5.06,0.55,275.67,67.94,90.52,8.88,0.16,0.8
2022,3,2,7.71,3.59,5.65,7.62,15.84,16.42,0.58,4.55,5.03,0.65,279.11,82.76,91.55,10.34,0.17,0.84
2022,3,3,6.3,0.27,3.29,6.44,14.38,13.2,-1.18,3.8,5.06,0.54,294.85,69.6,92.01,9.07,0.16,0.82
2022,3,4,1.54,-6.07,-2.27,1.92,18.33,11.99,-6.34,5.22,5.25,0.73,241.34,94.04,94.82,11.59,0.19,0.92
2022,3,5,8.0,3.7,5.85,8.06,17.47,17.87,0.4,4.7,4.93,0.66,288.38,85.0,89.02,10.5,0.19,0.95
2022,3,6,13.68,11.55,12.62,13.3,12.23,20.87,8.64,2.41,4.77,0.33,353.88,46.86,88.98,6.41,0.13,0.69
2022,3,7,14.34,10.77,12.56,14.17,18.2,22.56,4.36,2.49,4.84,0.34,345.94,48.51,90.74,6.6,0.13,0.69
2022,3,8,5.39,-2.31,1.54,6.11,10.78,11.48,0.7,5.18,5.7,0.7,274.09,91.7,100.78,11.7,0.25,1.27
2022,3,9,3.37,1.37,2.37,3.69,7.59,8.36,0.76,1.35,5.34,0.18,297.91,27.27,98.84,3.98,0.09,0.42
2022,3,10,3.05,-1.73,0.65,2.45,10.11,8.44,-1.67,3.87,5.53,0.52,272.58,70.29,98.44,9.2,0.2,1.02
2022,3,11,6.88,3.19,5.04,6.35,16.27,15.27,-0.99,5.65,5.62,0.74,257.69,101.84,101.62,12.58,0.26,1.28
2022,3,12,-2.14,-7.54,-4.84,-1.9,13.84,6.04,-7.81,1.48,5.72,0.2,272.02,28.9,102.18,4.27,0.09,0.45
2022,3,13,-2.31,-9.69,-5.99,-2.12,15.37,6.15,-9.22,5.41,5.81,0.7,216.92,95.52,102.33,11.8,0.15,0.77
2022,3,14,5.29,-0.29,2.5,5.01,17.66,15.01,-2.64,5.56,5.68,0.71,251.3,99.27,101.55,12.27,0.2,1.01
2022,3,15,9.3,2.63,5.97,8.98,17.82,18.84,1.02,5.26,5.72,0.66,278.57,95.23,103.88,11.94,0.21,1.03
2022,3,16,11.99,4.61,8.3,10.97,15.05,20.17,5.12,5.06,5.7,0.64,299.68,90.94,102.28,11.59,0.2,1.03
2022,3,17,12.31,9.99,11.15,11.94,10.83,19.09,8.26,2.39,5.46,0.3,336.81,47.16,101.77,6.56,0.13,0.66
2022,3,18,14.15,9.33,11.74,14.01,15.44,21.54,6.1,4.33,5.76,0.54,319.44,80.55,105.95,10.51,0.22,1.12
2022,3,19,14.21,9.3,11.76,14.2,13.73,21.73,8.0,4.7,5.8,0.58,318.59,87.76,108.09,11.34,0.25,1.26
2022,3,20,7.37,0.8,4.08,7.6,8.88,12.33,3.44,3.82,6.03,0.46,292.53,70.49,108.25,9.58,0.2,1.02
2022,3,21,9.42,1.47,5.44,8.88,19.61,18.97,-0.64,5.86,6.08,0.71,267.05,105.37,109.41,13.15,0.23,1.14
2022,3,22,12.43,4.69,8.56,11.6,13.27,20.69,7.42,4.79,5.78,0.57,296.61,86.61,103.26,11.0,0.21,1.07
2022,3,23,11.19,10.12,10.66,11.29,9.75,16.21,6.46,1.07,5.56,0.12,343.95,22.55,104.34,3.38,0.07,0.37
2022,3,24,15.08,10.49,12.78,15.37,11.42,20.4,8.98,3.02,6.01,0.36,349.13,58.54,111.12,8.18,0.19,0.95
2022,3,25,8.85,2.62,5.73,9.19,10.77,14.43,3.65,3.9,6.29,0.45,302.96,71.73,112.95,9.59,0.19,0.93
2022,3,26,3.55,-3.53,0.01,3.64,6.91,6.62,-0.29,5.07,6.53,0.59,272.34,90.77,115.59,11.88,0.2,1.03
2022,3,27,-0.13,-7.95,-4.05,0.43,9.25,4.88,-4.37,4.9,6.74,0.56,267.18,86.73,117.34,11.5,0.2,0.99
2022,3,28,-2.47,-10.96,-6.71,-1.92,8.7,2.34,-6.35,6.45,6.96,0.74,216.82,112.12,120.8,14.29,0.23,1.12
2022,3,29,-0.17,-10.81,-5.49,-0.14,15.35,8.48,-6.88,6.78,6.9,0.77,227.59,119.79,121.71,15.11,0.23,1.18
2022,3,30,9.26,3.48,6.37,9.44,18.38,17.87,-0.51,4.84,6.17,0.55,319.92,88.77,112.21,11.45,0.22,1.09
2022,3,31,16.65,14.29,15.48,16.48,11.19,20.73,9.54,2.09,6.04,0.23,366.77,42.92,113.52,6.2,0.13,0.66
2022,4,1,6.27,-1.62,2.33,6.61,9.99,10.35,0.36,4.61,6.79,0.52,303.62,83.4,120.7,11.18,0.24,1.2
2022,4,2,5.58,-2.13,1.73,6.34,17.98,14.48,-3.51,7.0,7.02,0.77,259.48,124.18,124.34,15.71,0.29,1.44
2022,4,3,5.77,-0.27,2.76,6.2,11.76,11.27,-0.49,5.28,6.93,0.58,293.97,94.68,122.67,12.45,0.23,1.14
2022,4,4,5.84,-0.65,2.6,5.97,17.02,14.23,-2.79,4.13,6.63,0.45,296.9,76.27,118.23,10.2,0.2,0.98
2022,4,5,9.88,7.62,8.76,9.84,11.23,15.79,4.55,1.75,6.12,0.19,331.62,35.88,111.09,5.18,0.11,0.54
2022,4,6,12.44,9.29,10.86,13.01,11.25,19.44,8.19,3.49,6.63,0.38,340.63,67.91,122.59,9.5,0.2,1.02
2022,4,7,9.62,6.84,8.23,9.73,8.13,13.4,5.26,1.55,6.51,0.16,340.58,32.7,122.1,4.93,0.11,0.56
2022,4,8,7.22,2.8,5.01,7.43,11.53,12.71,1.18,5.69,7.01,0.6,294.86,102.88,125.77,13.36,0.27,1.32
2022,4,9,5.08,-0.64,2.22,5.6,9.27,9.91,0.64,4.07,6.97,0.43,301.78,74.34,123.27,10.03,0.17,0.9
2022,4,10,5.05,-2.05,1.5,4.95,12.7,11.69,-1.0,5.81,7.37,0.61,279.66,105.02,131.41,13.84,0.25,1.26
2022,4,11,11.29,4.25,7.77,10.34,18.7,20.89,2.2,6.35,6.91,0.66,298.74,115.71,125.27,14.88,0.31,1.55
2022,4,12,16.01,10.6,13.31,15.91,14.38,23.19,8.8,5.38,6.87,0.56,353.94,102.38,128.98,13.7,0.31,1.59
2022,4,13,18.15,12.97,15.56,17.8,15.48,26.62,11.15,5.34,6.8,0.55,352.59,101.05,126.98,13.4,0.29,1.46
2022,4,14,14.75,9.09,11.92,14.55,16.86,21.75,4.88,3.74,6.93,0.38,333.95,72.95,130.3,10.02,0.22,1.09
2022,4,15,12.21,-0.04,6.08,12.56,17.57,20.51,2.94,7.42,7.67,0.76,270.05,132.62,136.33,17.08,0.38,1.86
2022,4,16,14.66,7.3,10.98,14.8,14.65,22.44,7.8,6.4,7.12,0.65,321.86,118.23,130.09,15.38,0.31,1.56
2022,4,17,8.33,-1.12,3.61,9.11,10.65,14.22,3.56,7.62,7.74,0.77,270.0,136.64,138.15,17.61,0.35,1.74
2022,4,18,2.31,0.13,1.23,2.48,2.52,3.36,0.84,0.93,7.01,0.09,303.82,20.16,127.75,3.05,0.05,0.3
2022,4,19,3.27,-2.38,0.44,3.55,9.88,8.66,-1.21,5.2,7.7,0.52,284.99,95.04,136.94,12.84,0.27,1.34
2022,4,20,7.3,-1.25,3.02,8.05,18.94,16.19,-2.75,7.68,7.67,0.77,262.3,138.34,137.8,17.56,0.35,1.74
2022,4,21,11.95,7.23,9.59,12.01,15.84,20.03,4.19,2.91,6.94,0.29,335.81,57.2,126.65,7.98,0.18,0.92
2022,4,22,15.44,8.1,11.77,15.68,16.24,23.85,7.61,7.14,7.54,0.7,309.1,130.81,137.93,16.75,0.36,1.78
2022,4,23,17.89,11.85,14.87,18.23,19.54,27.79,8.26,6.69,6.99,0.66,332.58,124.24,129.24,15.77,0.37,1.84
2022,4,24,21.65,13.67,17.65,21.88,16.99,30.67,13.68,6.94,7.29,0.68,341.83,129.84,135.93,16.57,0.41,2.05
2022,4,25,19.86,13.34,16.6,20.4,16.26,27.88,11.62,6.8,7.28,0.66,341.38,126.05,134.52,16.22,0.4,2.02
2022,4,26,14.97,11.15,13.06,15.13,15.39,21.42,6.03,2.33,6.96,0.23,351.9,46.87,130.1,6.45,0.15,0.73
2022,4,27,8.42,-1.52,3.45,8.94,11.57,14.62,3.05,7.92,8.08,0.77,256.35,142.17,144.27,18.35,0.42,2.1
2022,4,28,6.73,-4.17,1.28,7.43,16.26,15.38,-0.88,8.26,8.32,0.79,245.07,146.45,146.54,18.96,0.38,1.89
2022,4,29,10.11,-3.77,3.16,10.38,20.44,20.12,-0.32,7.93,8.0,0.76,267.18,143.11,143.45,18.35,0.39,1.95
2022,4,30,11.19,2.42,6.81,11.27,12.7,17.13,4.44,5.45,7.51,0.52,323.98,103.95,139.57,13.92,0.3,1.49
2022,5,1,14.51,12.52,13.51,14.76,10.59,20.32,9.73,3.43,6.85,0.33,359.95,67.06,127.04,8.95,0.18,0.9
2022,5,2,17.58,9.58,13.58,17.87,15.7,25.91,10.22,7.76,7.94,0.73,318.29,141.84,144.16,18.29,0.4,1.98
2022,5,3,17.33,11.61,14.47,17.55,15.73,25.61,9.87,6.14,7.25,0.58,345.12,113.8,132.29,14.68,0.31,1.57
2022,5,4,18.65,13.36,16.0,19.09,12.45,25.08,12.62,5.28,7.56,0.49,369.07,101.26,141.37,13.59,0.3,1.52
2022,5,5,15.4,10.26,12.83,16.26,12.11,21.51,9.41,4.6,7.76,0.43,359.99,89.24,143.18,12.39,0.29,1.45
2022,5,6,15.59,14.44,15.01,15.64,7.19,19.51,12.32,1.54,7.12,0.14,369.02,33.42,135.09,4.95,0.12,0.58
2022,5,7,8.32,6.45,7.38,8.42,6.87,11.73,4.87,2.47,7.96,0.23,338.91,52.37,150.2,7.91,0.19,0.95
2022,5,8,7.01,3.34,5.18,6.96,7.2,10.54,3.34,3.03,8.02,0.28,313.97,61.16,148.39,8.87,0.2,0.99
2022,5,9,11.44,1.12,6.27,10.48,16.95,19.51,2.56,8.47,8.5,0.78,264.38,151.17,150.52,19.46,0.42,2.09
2022,5,10,13.28,2.24,7.76,12.58,17.23,21.72,4.49,8.23,8.38,0.76,287.89,150.45,151.92,19.48,0.43,2.15
2022,5,11,15.61,3.99,9.8,14.41,14.48,22.93,8.45,6.93,8.08,0.63,303.04,129.73,149.73,17.12,0.41,-999.0
2022,5,12,17.38,13.12,15.25,17.12,11.84,22.66,10.83,3.39,7.87,0.31,363.07,68.3,148.75,9.55,0.2,1.04
2022,5,13,17.58,15.39,16.48,17.74,8.2,22.01,13.81,3.79,7.76,0.34,375.25,76.41,147.86,10.77,0.23,1.15
2022,5,14,17.15,15.27,16.21,16.94,6.64,20.22,13.58,4.27,7.83,0.39,369.66,85.69,149.07,12.12,0.27,1.35
2022,5,15,20.41,14.71,17.56,20.43,14.1,27.09,13.0,6.13,7.78,0.55,380.38,118.3,147.43,15.84,0.36,1.8
2022,5,16,18.8,12.8,15.8,18.6,13.72,25.84,12.12,4.99,7.9,0.45,362.72,96.93,148.5,13.17,0.32,1.61
2022,5,17,17.94,9.01,13.48,18.2,14.98,25.62,10.65,7.73,8.31,0.7,319.27,143.74,153.11,18.62,0.38,1.85
2022,5,18,17.62,10.28,13.94,18.25,16.55,25.26,8.72,5.97,7.91,0.54,346.67,113.97,147.72,15.12,0.34,1.71
2022,5,19,21.57,13.49,17.53,21.19,11.96,27.7,15.74,7.07,8.05,0.63,368.1,134.98,151.8,17.83,0.44,2.21
2022,5,20,23.76,15.73,19.74,23.76,14.3,30.69,16.39,6.04,7.41,0.54,379.99,113.77,137.04,14.62,0.34,1.67
2022,5,21,25.09,15.48,20.28,25.37,14.59,32.12,17.53,7.35,7.93,0.66,378.0,138.7,148.39,17.84,0.43,2.17
2022,5,22,23.47,16.8,20.13,24.01,15.04,31.58,16.54,6.69,7.69,0.59,390.3,127.28,144.41,16.48,0.41,2.08
2022,5,23,15.9,11.99,13.95,16.35,5.71,18.68,12.97,3.06,7.33,0.27,369.98,61.78,136.21,8.52,0.2,1.02
2022,5,24,14.0,11.88,12.94,14.34,6.53,17.8,11.28,2.38,7.89,0.21,360.19,50.13,149.43,7.39,0.2,1.0
2022,5,25,15.82,11.64,13.73,16.47,11.36,21.58,10.22,3.36,6.88,0.3,362.48,65.15,124.02,8.48,0.2,1.02
2022,5,26,18.14,14.38,16.26,18.78,12.36,24.46,12.1,4.45,7.75,0.39,381.2,86.53,145.08,11.76,0.31,1.55
2022,5,27,18.95,16.43,17.69,18.98,8.48,23.67,15.19,3.71,7.82,0.33,381.59,74.52,148.59,10.28,0.27,1.36
2022,5,28,17.8,12.83,15.32,18.18,12.02,23.55,11.52,5.71,8.25,0.5,362.77,108.96,153.9,14.76,0.37,1.82
2022,5,29,19.8,12.96,16.37,20.46,15.76,27.4,11.64,7.31,8.19,0.64,351.43,137.85,152.85,17.89,0.43,2.18
2022,5,30,23.22,15.78,19.5,23.78,16.85,31.29,14.44,8.13,8.26,0.71,355.35,153.45,154.88,19.74,0.49,2.49
2022,5,31,24.98,16.92,20.95,25.43,16.02,32.54,16.51,7.26,8.11,0.63,383.83,138.65,153.46,18.05,0.45,2.27
2022,6,1,25.29,17.95,21.62,25.61,12.09,31.26,19.17,7.11,7.98,0.62,386.79,135.41,150.31,17.42,0.43,2.16
2022,6,2,23.39,17.86,20.62,23.65,11.1,29.75,18.65,5.6,7.85,0.49,396.73,107.01,147.13,14.25,0.35,1.76
